Price,AAPL,MSFT,NVDA,INTC,AMD,JNJ,PFE,UNH,MRK,ABBV,JPM,BAC,GS,WFC,C,XOM,CVX,COP,EOG,SLB,AMZN,HD,MCD,NKE,SBUX
2019-01-03,-0.10492397032719812,-0.03748171141888874,-0.062319405600985756,-0.056583716127501966,-0.09930117963499517,-0.016018102815957,-0.02837595463818971,-0.027648965200559417,-0.02071844460188721,-0.03350378757501822,-0.014313778848884271,-0.016155562135677832,-0.014756998681416509,-0.007913714626174994,-0.01828690178254257,-0.015472911233869189,-0.019338631021567555,-0.0191146961205581,-0.007088286815046992,0.01069470681580662,-0.025565528700364833,-0.02228695540588526,-0.006610457300715178,-0.017846609560156726,-0.04434569221705601
2019-01-04,0.04180313311596266,0.04546009733934115,0.06209910607181829,0.05955306576162239,0.10828882018409774,0.016644115961342156,0.02257854320285883,0.01162725142337454,0.029674209316507473,0.03170886006911545,0.03620243932415813,0.0406914053163092,0.03215960180290481,0.029202816230709874,0.04773871208379009,0.03620648226123803,0.020512390150722388,0.024935537949618537,0.04296676682006615,0.038863075617891894,0.04885111342984534,0.029280140953732124,0.019141128340918884,0.025781500805861304,0.032616807460592784
2019-01-07,-0.002228594393777304,0.001274691201450131,0.05158698454142545,0.004648179342663174,0.07939470966246118,-0.006435215322798103,0.0053345693520471665,0.00191791560807842,-0.011074554996062105,0.014489905325357669,0.0006947801999914065,-0.000782070553323471,0.005526152240163806,-0.006486384172496867,0.008669103181635272,0.005186608638692105,0.012910457847012616,-0.004401741869961231,0.006262086608261786,0.027253306248027406,0.03377651087852466,0.019507318241549984,0.01082260675626898,0.014231968238754125,0.0
2019-01-08,0.01888393865955052,0.007224175239150277,-0.0252105957183941,0.006303866377784924,0.008712557847805709,0.022960735886572717,0.004615891180941339,0.01328213987170953,0.0073962740913806,0.00463671323633809,-0.001887656144555422,-0.0019578564763871056,-0.003699786286288683,-0.0021011237971356902,-0.0027011630516896017,0.007244502003644495,-0.004374727021420361,0.013303153695635207,0.010630017150759417,0.012370653802093592,0.016475884077589695,0.0047890511637273675,0.002106571016471844,0.013250491751504676,0.0007859391285961117
2019-01-09,0.016838875916466895,0.014198338266049408,0.01947592941385011,0.0056399048850099155,-0.027358787900370746,-0.007957272969858611,-0.00207449852238075,0.0014375477473310436,-0.007661538319554478,-0.0333739185966637,-0.001691552275889083,0.009752321107683818,0.006252788145099012,0.0054537077599430515,0.016452306424354586,0.005260873254700424,0.013331201696652898,0.032579354809037314,0.03770159074760162,0.013917883540687086,0.0017128868892680703,0.010290817648429007,-0.00171824812226152,-0.0018263556241947911,0.004078396569385301
2019-01-10,0.0031910259581850427,-0.006446064942737504,0.018415258847363395,0.011390943891628437,-0.02254043636582557,0.0060316506207559895,-0.024052438068417403,0.005035628000349809,-0.012409487307826855,0.004431625656773347,-9.964671727871933e-05,-0.0011653964430129735,-0.0026665539176018655,-0.0010463964038098556,0.0010636531673089247,-0.00512213424594673,0.0015881069558722751,0.022174997255130096,-0.0007056021998408337,0.009892774609668099,-0.0019302905505940288,-0.0037349219057314117,0.006964845165975054,-0.0022221325869856375,0.004841345259629988
2019-01-11,-0.009866072267990285,-0.007752273323311945,0.024486257959132895,0.007590242255092551,0.026494960636706397,0.0003083258363473205,0.013382052760082093,0.011369795092056042,0.005623335396032846,0.001246772210092545,-0.004793082196981591,0.011592159942825205,0.005270098223472693,0.0025100198309643065,0.0044198514739572144,-0.0045907309768004655,-0.00805375571648524,-0.023078600432193848,-0.02296183693649123,0.0021586126599279112,-0.00950021578853727,0.0019527428339639243,0.004506377908373604,-0.00498481319646858,-0.0071920337518315254
2019-01-14,-0.015151309849760904,-0.007322435641708562,0.010759420231887128,-0.01192422081702149,-0.0019753544955255775,-0.011394183554646106,-0.011965075205972025,0.001573366186885716,-0.02063847094261946,-0.02883942737061475,0.01025665684655553,0.012977160327975011,0.010066118721830056,0.011423860303788391,0.038752500317721615,-0.0012555421186624183,-0.0073130641581272355,-0.011818246256430496,0.016788162405035077,-0.01011351891841041,-0.014335246209543026,-0.0033498391547197868,-0.0063259083166984946,0.0006571665540852301,-0.005664934903634263
2019-01-15,0.02025981020758058,0.02859268646186129,-0.003795803341505779,0.005157246947236499,0.00738735806362225,0.008383799460130119,0.008460880748436457,0.03489945579962325,0.015283778784343213,0.008692752431569072,0.007304629686316092,0.006802598891875771,0.006636224843319621,-0.015610473310141931,0.04073377545488931,0.0005585348056833132,0.003574121054891293,0.006381044072071069,0.000811965532679083,0.009634304364484968,0.034848007027612496,-0.013172844783181347,-0.0011041808122498956,0.023252383063576354,0.01114179180765829
2019-01-16,0.012142753746780918,0.003517483676823894,-0.006896479805313554,-0.009717833530962535,-0.03241368978219286,-0.010256636336827324,-0.01461602715413284,0.017711174523421212,0.0014755115876635412,0.0005846366707976194,0.008031858613154377,0.0691186828064066,0.09115339593584205,0.02629271127929939,0.013110111340867732,-0.00041892751608572774,-0.006442455910729602,-0.005619134898377658,0.003045028866921131,-0.011329747854442435,0.005490895184266011,0.003224994197512456,-0.00926802208378258,-0.0025711396113228427,-0.004849606271468488
